#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-10-20 07:51:55
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-10-20 07:51:55 GET / - 110.179.170.94 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+9_1+like+Mac+OS+X)+AppleWebKit/601.1.46+(KHTML,+like+Gecko)+Version/9.0+Mobile/13B143+Safari/601.1 - 200 8209 342
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-10-20 14:15:50
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-10-20 14:15:50 GET /robots.txt - 46.229.164.101 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/1.2~bl;++http://www.semrush.com/bot.html) - 404 1424 213
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-10-20 15:47:39
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-10-20 15:47:39 GET / - 185.198.164.208 HTTP/1.1 Mozilla/5.0+(X11;+Ubuntu;+Linux+x86_64;+rv:42.0)+Gecko/20100101+Firefox/42.0 - 200 8209 314
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-10-20 17:53:28
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-10-20 17:53:27 GET /robots.txt - 5.45.207.33 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 404 1405 193
2017-10-20 17:53:29 GET /robots.txt - 5.45.207.33 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 404 1405 189
2017-10-20 17:53:32 GET / - 5.45.207.33 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 200 8209 288
