#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-07-30 10:51:40
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-07-30 10:51:39 GET / - 209.17.97.34 HTTP/1.1 Mozilla/5.0+(compatible;+Nimbostratus-Bot/v1.3.2;+http://cloudsystemnetworks.com) - 200 34836 140
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-07-30 13:33:19
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-07-30 13:33:44 GET /images/xtra_logo.png - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 26596 408
2019-07-30 13:33:45 GET /js/jquery.min.js - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 96256 368
2019-07-30 13:33:45 GET /js/bootstrap.min.js - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 37132 371
2019-07-30 13:33:46 GET /images/work-img9.jpg - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1018615 408
2019-07-30 13:33:46 GET /js/SmoothScroll.min.js - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 6852 374
2019-07-30 13:33:46 GET /js/main.js - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1141 362
2019-07-30 13:33:46 GET /js/jQuery.lightninBox.js - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 11492 376
2019-07-30 13:33:46 GET /js/cbpFWTabs.js - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1962 367
2019-07-30 13:33:46 GET /js/boot_slider.js - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 5146 369
2019-07-30 13:33:47 GET /images/work-img12.jpg - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 961465 409
2019-07-30 13:33:49 GET /images/work-img8.jpg - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 915658 408
2019-07-30 13:33:49 GET /images/work-img10.jpg - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 786432 409
2019-07-30 13:33:49 GET /images/work-img11.jpg - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 524288 409
2019-07-30 13:38:02 GET / - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 https://www.google.com/ 200 8209 470
2019-07-30 13:38:02 GET /css/jQuery.lightninBox.css - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1481 374
2019-07-30 13:38:02 GET /css/font-awesome.min.css - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 8118 372
2019-07-30 13:38:02 GET /css/team.css - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1027 360
2019-07-30 13:38:02 GET /js/modernizr.custom.js - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 4923 355
2019-07-30 13:38:03 GET /css/bootstrap.min.css - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 27990 369
2019-07-30 13:38:03 GET /images/logo.png - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 9464 384
2019-07-30 13:38:03 GET /css/style.css - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 11722 361
2019-07-30 13:38:03 GET /fonts/fontawesome-webfont.woff2 - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/css/font-awesome.min.css 404 1405 436
2019-07-30 13:38:03 GET /css/images/cd-top-arrow.svg - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/css/style.css 404 1405 409
2019-07-30 13:38:07 GET /images/work-img2.jpg - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1001601 389
2019-07-30 13:38:07 GET /fonts/fontawesome-webfont.woff - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/css/font-awesome.min.css 404 1405 435
2019-07-30 13:38:09 GET /images/team3.jpg - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 843003 385
2019-07-30 13:38:09 GET /images/team2.jpg - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 920251 385
2019-07-30 13:38:10 GET /images/banner2.jpg - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 46855 387
2019-07-30 13:38:10 GET /fonts/fontawesome-webfont.ttf - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/css/font-awesome.min.css 200 152629 434
2019-07-30 13:38:10 GET /images/banner1.jpg - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 553071 387
2019-07-30 13:38:10 GET /images/work-img11.jpg - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 206 303 449
2019-07-30 13:38:10 GET /images/work-img10.jpg - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 206 303 449
2019-07-30 13:38:10 GET /images/work-img10.jpg - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 206 3535 449
2019-07-30 13:38:13 GET /images/work-img11.jpg - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 206 365981 449
2019-07-30 13:38:15 GET /images/info.jpg - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/css/style.css 200 729150 397
2019-07-30 13:38:17 GET /images/work-img5.jpg - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 869467 389
2019-07-30 13:38:17 GET /images/banner3.jpg - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 448536 387
2019-07-30 13:38:18 GET /images/banner4.jpg - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 747680 387
2019-07-30 13:38:20 GET /images/work-img1.jpg - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 889310 389
2019-07-30 13:38:21 GET /images/banner5.jpg - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 680331 387
2019-07-30 13:38:22 GET /images/work-img4.jpg - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 946466 389
2019-07-30 13:38:24 GET /images/work-img6.jpg - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1093416 389
2019-07-30 13:38:24 GET /favicon.ico - 91.125.241.158 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/75.0.3770.142+Safari/537.36 http://www.kaiparatavern.co.nz/ 404 1405 380
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-07-30 15:22:21
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-07-30 15:22:21 GET /.env - 185.234.217.42 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64;+rv:68.0)+Gecko/20100101+Firefox/68.0 - 404 1405 292
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-07-30 15:48:39
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-07-30 15:48:38 GET /robots.txt - 46.229.168.130 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/3~bl;++http://www.semrush.com/bot.html) - 404 1424 207
2019-07-30 15:48:39 GET / - 46.229.168.147 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/3~bl;++http://www.semrush.com/bot.html) - 200 8228 270
2019-07-30 15:58:06 GET /robots.txt - 66.249.79.243 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 237
2019-07-30 15:58:06 GET / - 66.249.79.245 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 8209 561
2019-07-30 16:08:32 GET / - 66.249.79.245 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 8209 300
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-07-30 22:09:13
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-07-30 22:09:13 GET /robots.txt - 185.6.8.2 HTTP/1.1 (info@domaincrawler.com;+http://www.domaincrawler.com/kaiparatavern.co.nz) - 404 1405 143
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-07-30 23:18:28
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-07-30 23:18:27 GET / - 42.236.10.91 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/50.0.2661.102+Safari/537.36;+360Spider http://kaiparatavern.co.nz/ 200 8209 319
2019-07-30 23:18:55 GET / - 42.236.103.106 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/50.0.2661.102+Safari/537.36;+360Spider http://www.kaiparatavern.co.nz/ 200 8209 327
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-07-31 01:21:06
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-07-31 01:21:05 GET / - 66.249.79.241 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 8209 561
2019-07-31 01:31:21 GET / - 66.249.79.243 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 8209 300
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-07-31 02:45:33
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-07-31 02:45:33 GET /robots.txt - 5.45.207.33 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 404 1405 202
2019-07-31 02:45:33 GET /robots.txt - 5.45.207.33 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 404 1405 206
2019-07-31 02:45:37 GET / - 5.45.207.33 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 200 6457 288
2019-07-31 02:45:37 GET / - 5.45.207.33 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 200 8209 284
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-07-31 03:22:25
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-07-31 03:22:25 GET / - 40.77.167.55 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 8209 278
2019-07-31 03:22:32 GET /css/bootstrap.min.css - 40.77.190.147 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64)+AppleWebKit/534++(KHTML,+like+Gecko)+BingPreview/1.0b - 200 121509 272
2019-07-31 03:22:33 GET /robots.txt - 207.46.13.50 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 404 1405 256
2019-07-31 03:22:33 GET /css/font-awesome.min.css - 40.77.189.28 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64)+AppleWebKit/534++(KHTML,+like+Gecko)+BingPreview/1.0b - 200 29179 275
2019-07-31 03:22:36 GET /css/jQuery.lightninBox.css - 40.77.188.109 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64)+AppleWebKit/534++(KHTML,+like+Gecko)+BingPreview/1.0b - 200 5227 277
2019-07-31 03:22:37 GET /css/team.css - 40.77.190.101 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64)+AppleWebKit/534++(KHTML,+like+Gecko)+BingPreview/1.0b - 200 3537 263
2019-07-31 03:22:39 GET /css/style.css - 40.77.188.35 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64)+AppleWebKit/534++(KHTML,+like+Gecko)+BingPreview/1.0b - 200 46677 264
2019-07-31 03:22:42 GET /js/modernizr.custom.js - 40.77.190.61 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64)+AppleWebKit/534++(KHTML,+like+Gecko)+BingPreview/1.0b - 200 8758 273
2019-07-31 03:22:44 GET /js/jquery.min.js - 40.77.188.70 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64)+AppleWebKit/534++(KHTML,+like+Gecko)+BingPreview/1.0b - 200 96256 267
2019-07-31 03:22:46 GET /js/bootstrap.min.js - 40.77.190.48 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64)+AppleWebKit/534++(KHTML,+like+Gecko)+BingPreview/1.0b - 200 37132 270
2019-07-31 03:22:48 GET /js/SmoothScroll.min.js - 40.77.190.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64)+AppleWebKit/534++(KHTML,+like+Gecko)+BingPreview/1.0b - 200 6852 273
2019-07-31 03:22:49 GET /js/main.js - 40.77.190.50 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64)+AppleWebKit/534++(KHTML,+like+Gecko)+BingPreview/1.0b - 200 1141 261
2019-07-31 03:22:50 GET /js/jQuery.lightninBox.js - 40.77.188.221 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64)+AppleWebKit/534++(KHTML,+like+Gecko)+BingPreview/1.0b - 200 11492 275
