#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-08-11 07:38:26
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-08-11 07:38:26 GET / - 180.76.15.142 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 8228 225
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-08-11 09:09:25
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-08-11 09:09:24 GET / - 101.98.93.133 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+9_3_5+like+Mac+OS+X)+AppleWebKit/601.1.46+(KHTML,+like+Gecko)+Version/9.0+Mobile/13G36+Safari/601.1 - 200 8209 341
2019-08-11 09:09:25 GET /css/bootstrap.min.css - 101.98.93.133 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+9_3_5+like+Mac+OS+X)+AppleWebKit/601.1.46+(KHTML,+like+Gecko)+Version/9.0+Mobile/13G36+Safari/601.1 http://www.kaiparatavern.co.nz/ 200 27990 359
2019-08-11 09:09:25 GET /css/jQuery.lightninBox.css - 101.98.93.133 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+9_3_5+like+Mac+OS+X)+AppleWebKit/601.1.46+(KHTML,+like+Gecko)+Version/9.0+Mobile/13G36+Safari/601.1 http://www.kaiparatavern.co.nz/ 200 1481 364
2019-08-11 09:09:25 GET /css/team.css - 101.98.93.133 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+9_3_5+like+Mac+OS+X)+AppleWebKit/601.1.46+(KHTML,+like+Gecko)+Version/9.0+Mobile/13G36+Safari/601.1 http://www.kaiparatavern.co.nz/ 200 1027 350
2019-08-11 09:09:25 GET /css/font-awesome.min.css - 101.98.93.133 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+9_3_5+like+Mac+OS+X)+AppleWebKit/601.1.46+(KHTML,+like+Gecko)+Version/9.0+Mobile/13G36+Safari/601.1 http://www.kaiparatavern.co.nz/ 200 8118 362
2019-08-11 09:09:25 GET /js/jQuery.lightninBox.js - 101.98.93.133 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+9_3_5+like+Mac+OS+X)+AppleWebKit/601.1.46+(KHTML,+like+Gecko)+Version/9.0+Mobile/13G36+Safari/601.1 http://www.kaiparatavern.co.nz/ 200 3081 347
