#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-11-25 15:50:15
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-11-25 15:50:15 GET / - 52.53.201.78 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_6)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.100+Safari/537.36 - 200 8794 218
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-11-25 18:33:18
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-11-25 18:33:18 GET /robots.txt - 66.249.69.121 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 231
2018-11-25 18:33:19 GET /images/icon1.png - 66.249.69.123 HTTP/1.1 Googlebot-Image/1.0 - 304 210 247
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-11-25 19:07:55
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-11-25 19:07:55 GET /images/s1.jpg - 66.249.69.121 HTTP/1.1 Googlebot-Image/1.0 - 304 211 244
2018-11-25 19:16:14 GET /images/4-thumb.jpg - 66.249.69.121 HTTP/1.1 Googlebot-Image/1.0 - 304 210 249
2018-11-25 19:16:42 GET /images/icon3.png - 66.249.69.123 HTTP/1.1 Googlebot-Image/1.0 - 304 210 247
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-11-25 19:34:16
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-11-25 19:34:16 GET /images/s3.jpg - 66.249.69.121 HTTP/1.1 Googlebot-Image/1.0 - 304 209 244
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-11-26 05:22:29
