#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-02-09 07:42:55
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-02-09 07:42:54 GET / - 52.53.201.78 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_6)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.100+Safari/537.36 - 200 8794 218
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-02-09 17:22:46
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-02-09 17:22:46 GET /robots.txt - 66.249.69.59 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 231
2019-02-09 17:25:30 GET / - 66.249.69.57 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 37853 294
2019-02-09 17:25:47 GET /anijs-min.js - 66.249.69.57 HTTP/1.1 Mozilla/5.0+AppleWebKit/537.36+(KHTML,+like+Gecko;+compatible;+Googlebot/2.1;++http://www.google.com/bot.html)+Safari/537.36 http://ngateapizza.co.nz/ 404 1405 358
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-02-09 19:01:10
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-02-09 19:01:09 GET /robots.txt - 207.241.229.236 HTTP/1.0 Mozilla/5.0+(compatible;+special_archiver/3.1.1++http://www.archive.org/details/archive.org_bot) - 404 1424 255
2019-02-09 19:01:13 GET /fonts/glyphicons-halflings-regular.woff - 207.241.229.236 HTTP/1.0 Mozilla/5.0+(compatible;+special_archiver/3.1.1++http://www.archive.org/details/archive.org_bot) http://ngateapizza.co.nz/css/bootstrap.min.css 404 1424 341
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-02-09 22:22:51
