#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-03-26 10:59:52
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-03-26 10:59:52 GET / - 34.216.231.163 HTTP/1.1 Go-http-client/1.1 - 200 0 98
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-03-26 12:41:20
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-03-26 12:41:20 GET / - 52.25.85.248 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_13_6)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/68.0.3440.106+Safari/537.36 - 200 8794 401
2019-03-26 12:41:20 GET /css/contact-buttons.css - 52.25.85.248 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_13_6)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/68.0.3440.106+Safari/537.36 http://ngateapizza.co.nz/ 404 1405 385
2019-03-26 12:41:20 GET /css/popuo-box.css - 52.25.85.248 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_13_6)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/68.0.3440.106+Safari/537.36 http://ngateapizza.co.nz/ 200 1990 379
2019-03-26 12:41:20 GET /anijs-min.js - 52.25.85.248 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_13_6)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/68.0.3440.106+Safari/537.36 http://ngateapizza.co.nz/ 404 1405 359
2019-03-26 12:41:20 GET /helpers/scrollreveal/anijs-helper-scrollreveal-min.js - 52.25.85.248 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_13_6)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/68.0.3440.106+Safari/537.36 http://ngateapizza.co.nz/ 404 1405 400
2019-03-26 12:41:20 GET /js/jquery.contact-buttons.js - 52.25.85.248 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_13_6)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/68.0.3440.106+Safari/537.36 http://ngateapizza.co.nz/ 404 1405 375
