#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-01-30 08:24:38
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-01-30 08:24:37 GET / - 37.59.43.190 HTTP/1.1 Activeworlds http://www.crossroadsbar.co.nz/ 200 7018 287
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-01-30 11:14:24
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-01-30 11:14:23 GET / - 124.169.146.17 HTTP/1.1 Mozilla/5.0+(Mobile;+Windows+Phone+8.1;+Android+4.0;+ARM;+Trident/7.0;+Touch;+rv:11.0;+IEMobile/11.0;+Microsoft;+Lumia+640+XL+LTE)+like+iPhone+OS+7_0_3+Mac+OS+X+AppleWebKit/537+(KHTML,+like+Gecko)+Mobile+Safari/537 - 200 23480 434
2019-01-30 11:14:24 GET /js/easing.js - 124.169.146.17 HTTP/1.1 Mozilla/5.0+(Mobile;+Windows+Phone+8.1;+Android+4.0;+ARM;+Trident/7.0;+Touch;+rv:11.0;+IEMobile/11.0;+Microsoft;+Lumia+640+XL+LTE)+like+iPhone+OS+7_0_3+Mac+OS+X+AppleWebKit/537+(KHTML,+like+Gecko)+Mobile+Safari/537 http://www.crossroadsbar.co.nz/ 200 5020 484
2019-01-30 11:14:24 GET /css/swipebox.css - 124.169.146.17 HTTP/1.1 Mozilla/5.0+(Mobile;+Windows+Phone+8.1;+Android+4.0;+ARM;+Trident/7.0;+Touch;+rv:11.0;+IEMobile/11.0;+Microsoft;+Lumia+640+XL+LTE)+like+iPhone+OS+7_0_3+Mac+OS+X+AppleWebKit/537+(KHTML,+like+Gecko)+Mobile+Safari/537 http://www.crossroadsbar.co.nz/ 200 4352 468
2019-01-30 11:14:24 GET /css/iconeffects.css - 124.169.146.17 HTTP/1.1 Mozilla/5.0+(Mobile;+Windows+Phone+8.1;+Android+4.0;+ARM;+Trident/7.0;+Touch;+rv:11.0;+IEMobile/11.0;+Microsoft;+Lumia+640+XL+LTE)+like+iPhone+OS+7_0_3+Mac+OS+X+AppleWebKit/537+(KHTML,+like+Gecko)+Mobile+Safari/537 http://www.crossroadsbar.co.nz/ 200 16091 471
2019-01-30 11:14:24 GET /css/animate.css - 124.169.146.17 HTTP/1.1 Mozilla/5.0+(Mobile;+Windows+Phone+8.1;+Android+4.0;+ARM;+Trident/7.0;+Touch;+rv:11.0;+IEMobile/11.0;+Microsoft;+Lumia+640+XL+LTE)+like+iPhone+OS+7_0_3+Mac+OS+X+AppleWebKit/537+(KHTML,+like+Gecko)+Mobile+Safari/537 http://www.crossroadsbar.co.nz/ 200 72506 467
2019-01-30 11:14:26 GET /js/move-top.js - 124.169.146.17 HTTP/1.1 Mozilla/5.0+(Mobile;+Windows+Phone+8.1;+Android+4.0;+ARM;+Trident/7.0;+Touch;+rv:11.0;+IEMobile/11.0;+Microsoft;+Lumia+640+XL+LTE)+like+iPhone+OS+7_0_3+Mac+OS+X+AppleWebKit/537+(KHTML,+like+Gecko)+Mobile+Safari/537 http://www.crossroadsbar.co.nz/ 200 1592 486
