#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-12-15 07:15:18
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-12-15 07:15:18 HEAD / - 188.165.200.217 HTTP/1.1 Mozilla/4.0+(compatible;+MSIE+5.01;+Windows+NT+5.0) - 200 248 122
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-12-15 08:14:04
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-12-15 08:14:04 GET / - 118.92.51.74 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/58.0.3029.81+Safari/537.36 https://www.google.co.nz/ 200 3376 436
2017-12-15 08:14:05 GET /css/bootstrap.min.css - 118.92.51.74 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/58.0.3029.81+Safari/537.36 http://www.palacehotel.co.nz/ 200 27806 375
2017-12-15 08:14:05 GET /css/style.css - 118.92.51.74 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/58.0.3029.81+Safari/537.36 http://www.palacehotel.co.nz/ 200 5918 367
2017-12-15 08:14:05 GET /ionicons/css/ionicons.min.css - 118.92.51.74 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/58.0.3029.81+Safari/537.36 http://www.palacehotel.co.nz/ 200 10932 383
2017-12-15 08:14:05 GET /js/modernizr.js - 118.92.51.74 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/58.0.3029.81+Safari/537.36 http://www.palacehotel.co.nz/ 200 19903 354
2017-12-15 08:14:07 GET /js/jquery-2.1.1.js - 118.92.51.74 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/58.0.3029.81+Safari/537.36 http://www.palacehotel.co.nz/ 200 97203 357
