#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-02-06 07:00:30
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-02-06 07:00:30 GET / - 45.63.20.151 HTTP/1.1 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.101+Safari/537.36 - 200 3376 368
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-02-06 07:41:24
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-02-06 07:41:24 GET / - 163.172.66.50 HTTP/1.1 Mozilla/5.0+(compatible;+AhrefsBot/5.2;++http://ahrefs.com/robot/) - 200 3376 172
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-02-06 08:15:49
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-02-06 08:15:49 GET /robots.txt - 148.251.136.43 HTTP/1.1 Mozilla/5.0+(compatible;+BLEXBot/1.0;++http://webmeup-crawler.com/) - 404 1405 262
2017-02-06 08:15:50 GET /robots.txt - 148.251.136.43 HTTP/1.1 Mozilla/5.0+(compatible;+BLEXBot/1.0;++http://webmeup-crawler.com/) - 404 1405 266
2017-02-06 08:15:50 GET / - 148.251.136.43 HTTP/1.1 Mozilla/5.0+(compatible;+BLEXBot/1.0;++http://webmeup-crawler.com/) - 200 3376 256
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-02-06 09:21:35
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-02-06 09:21:35 GET /js/isotope.pkgd.min.js - 180.76.15.8 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 13808 245
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-02-06 13:15:03
