#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-03-01 07:04:43
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-03-01 07:04:43 GET / - 13.56.229.65 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_6)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.100+Safari/537.36 - 200 3376 205
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-03-01 08:00:25
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-03-01 08:00:25 GET /robots.txt - 46.229.164.100 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/1.2~bl;++http://www.semrush.com/bot.html) - 404 1424 207
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-03-01 09:00:59
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-03-01 09:00:59 GET /img/logo.png - 173.252.124.233 HTTP/1.1 facebookexternalhit/1.1 - 200 22564 161
2018-03-01 09:01:01 GET /img/logo.png - 173.252.124.233 HTTP/1.1 facebookexternalhit/1.1 - 200 22564 161
2018-03-01 09:01:03 GET /img/logo.png - 66.220.155.213 HTTP/1.1 facebookexternalhit/1.1 - 200 22564 161
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-03-01 10:35:56
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-03-01 10:35:56 GET /robots.txt - 46.229.164.98 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/1.2~bl;++http://www.semrush.com/bot.html) - 404 1424 211
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-03-01 13:33:34
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
