#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-03-30 07:02:21
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-03-30 07:02:21 GET / - 219.145.144.65 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/49.0.2623.110+Safari/537.36 - 200 3376 276
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-03-30 10:34:13
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-03-30 10:34:13 GET /services.html - 207.46.13.189 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 304 208 368
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-03-30 12:11:33
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-03-30 12:11:33 GET /js/isotope.pkgd.min.js - 119.224.6.79 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0;+HTC+2PS5200+Build/MRA58K)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Mobile+Safari/537.36 - 304 211 452
2017-03-30 12:11:33 GET /css/style.css - 119.224.6.79 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0;+HTC+2PS5200+Build/MRA58K)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Mobile+Safari/537.36 - 304 210 442
2017-03-30 12:11:34 GET /js/menu.js - 119.224.6.79 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0;+HTC+2PS5200+Build/MRA58K)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Mobile+Safari/537.36 - 304 210 439
