#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2016-12-04 08:08:44
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2016-12-04 08:08:43 GET / - 149.202.72.198 HTTP/1.1 Mozilla/5.0+(X11;+Ubuntu;+Linux+x86_64;+rv:50.0)+Gecko/20100101+Firefox/50.0 - 200 3376 178
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2016-12-04 09:14:41
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2016-12-04 09:14:41 GET / - 220.179.173.194 HTTP/1.1 Mozilla/4.0+(compatible;+MSIE8.0;+Windows+NT+6.0)+.NET+CLR+2.0.50727) - 200 3376 186
2016-12-04 09:15:08 GET /contact.html - 220.179.173.194 HTTP/1.1 Mozilla/4.0+(compatible;+MSIE8.0;+Windows+NT+6.0)+.NET+CLR+2.0.50727) - 200 2565 198
2016-12-04 09:15:08 GET /about.html - 220.179.173.194 HTTP/1.1 Mozilla/4.0+(compatible;+MSIE8.0;+Windows+NT+6.0)+.NET+CLR+2.0.50727) - 200 2711 196
2016-12-04 09:15:08 GET /index.html - 220.179.173.194 HTTP/1.1 Mozilla/4.0+(compatible;+MSIE8.0;+Windows+NT+6.0)+.NET+CLR+2.0.50727) - 200 2707 196
2016-12-04 09:15:35 GET / - 220.179.173.194 HTTP/1.1 Mozilla/4.0+(compatible;+MSIE8.0;+Windows+NT+6.0)+.NET+CLR+2.0.50727) - 200 0 186
2016-12-04 09:15:35 GET /services.html - 220.179.173.194 HTTP/1.1 Mozilla/4.0+(compatible;+MSIE8.0;+Windows+NT+6.0)+.NET+CLR+2.0.50727) - 200 0 199
2016-12-04 09:15:35 GET /portfolio.html - 220.179.173.194 HTTP/1.1 Mozilla/4.0+(compatible;+MSIE8.0;+Windows+NT+6.0)+.NET+CLR+2.0.50727) - 200 0 200
