#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-25 07:01:02
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-25 07:01:01 GET / - 41.0.182.218 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Safari/537.36 https://www.google.co.za/ 200 4080 482
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-25 07:39:52
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-25 07:39:52 GET /wp-login.php - 123.2.173.151 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64;+rv:40.0)+Gecko/20100101+Firefox/40.1 - 404 1405 182
2018-10-25 07:39:52 GET / - 123.2.173.151 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64;+rv:40.0)+Gecko/20100101+Firefox/40.1 - 200 13738 170
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-25 08:29:03
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-25 09:22:00 GET /js/bootstrap.min.js - 115.132.19.86 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 http://www.palacehotel.co.nz/ 200 13266 357
2018-10-25 09:22:00 GET /js/isotope.pkgd.min.js - 115.132.19.86 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 http://www.palacehotel.co.nz/ 200 13789 360
2018-10-25 09:22:00 GET /img/bg.jpg - 115.132.19.86 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 http://www.palacehotel.co.nz/css/style.css 200 95902 397
2018-10-25 09:22:00 GET /ionicons/fonts/ionicons.ttf - 115.132.19.86 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 http://www.palacehotel.co.nz/ionicons/css/ionicons.min.css 200 188773 440
2018-10-25 09:22:01 GET /img/img3_1.jpg - 115.132.19.86 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 http://www.palacehotel.co.nz/ 200 1125686 388
2018-10-25 09:22:01 GET /img/img5.jpg - 115.132.19.86 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 http://www.palacehotel.co.nz/ 200 1134136 386
2018-10-25 09:22:01 GET /img/img2.jpg - 115.132.19.86 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 http://www.palacehotel.co.nz/ 200 1266298 386
2018-10-25 09:22:02 GET /img/img10.jpg - 115.132.19.86 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 http://www.palacehotel.co.nz/ 200 1018686 387
2018-10-25 09:22:02 GET /img/img4.jpg - 115.132.19.86 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 http://www.palacehotel.co.nz/ 200 1243133 386
2018-10-25 09:22:02 GET /img/img8.jpg - 115.132.19.86 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 http://www.palacehotel.co.nz/ 200 1146016 386
2018-10-25 09:22:02 GET /img/img3.jpg - 115.132.19.86 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 http://www.palacehotel.co.nz/ 200 1188783 386
2018-10-25 09:22:05 GET /img/img9.jpg - 115.132.19.86 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 http://www.palacehotel.co.nz/ 200 1089855 386
2018-10-25 09:22:05 GET /img/img7.jpg - 115.132.19.86 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 http://www.palacehotel.co.nz/ 200 1155627 386
2018-10-25 09:22:06 GET /favicon.ico - 115.132.19.86 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 http://www.palacehotel.co.nz/ 404 1405 385
2018-10-25 09:22:17 GET /portfolio.html - 115.132.19.86 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 http://www.palacehotel.co.nz/ 200 2704 464
2018-10-25 09:22:19 GET /css/lightbox.min.css - 115.132.19.86 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 http://www.palacehotel.co.nz/portfolio.html 200 1416 387
2018-10-25 09:22:19 GET /js/lightbox-plus-jquery.min.js - 115.132.19.86 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 http://www.palacehotel.co.nz/portfolio.html 200 41513 382
2018-10-25 09:22:19 GET /img/prev.png - 115.132.19.86 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 http://www.palacehotel.co.nz/css/lightbox.min.css 200 1608 406
2018-10-25 09:22:19 GET /img/next.png - 115.132.19.86 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 http://www.palacehotel.co.nz/css/lightbox.min.css 200 1598 406
2018-10-25 09:22:19 GET /img/loading.gif - 115.132.19.86 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 http://www.palacehotel.co.nz/css/lightbox.min.css 200 8724 409
2018-10-25 09:22:19 GET /img/close.png - 115.132.19.86 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 http://www.palacehotel.co.nz/css/lightbox.min.css 200 526 407
2018-10-25 09:22:23 GET /img/01.jpg - 115.132.19.86 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 http://www.palacehotel.co.nz/css/style.css 200 3652210 397
2018-10-25 09:23:06 GET /index.html - 115.132.19.86 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.67+Safari/537.36 http://www.palacehotel.co.nz/portfolio.html 200 3376 474
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-25 10:00:47
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-25 10:00:47 GET /robots.txt - 66.249.79.45 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 235
2018-10-25 10:00:50 GET /img/img3_1.jpg - 66.249.79.42 HTTP/1.1 Googlebot-Image/1.0 - 200 1125686 199
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-25 11:56:33
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-25 11:56:33 GET / - 118.93.19.128 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Safari/537.36 https://www.google.co.nz/ 200 3376 445
2018-10-25 11:56:34 GET /ionicons/css/ionicons.min.css - 118.93.19.128 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Safari/537.36 http://www.palacehotel.co.nz/ 200 10932 381
2018-10-25 11:56:34 GET /css/bootstrap.min.css - 118.93.19.128 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/69.0.3497.100+Safari/537.36 http://www.palacehotel.co.nz/ 200 27806 373
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-25 12:40:05
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-25 12:40:05 HEAD /wp-load.php - 120.35.38.207 HTTP/1.1 - - 404 179 101
2018-10-25 12:46:04 HEAD /wp-load.php - 39.104.155.201 HTTP/1.1 - - 404 179 101
2018-10-25 12:48:29 HEAD /wp-load.php - 39.104.155.201 HTTP/1.1 - - 404 179 101
2018-10-25 12:51:05 HEAD /wp-load.php - 39.104.156.69 HTTP/1.1 - - 404 179 101
2018-10-25 12:52:43 HEAD /wp-load.php - 39.104.155.201 HTTP/1.1 - - 404 179 101
2018-10-25 12:53:28 HEAD /wp-load.php - 39.104.158.86 HTTP/1.1 - - 404 179 101
2018-10-25 12:54:34 GET /js/animated-headline.js - 180.76.15.134 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 2228 246
2018-10-25 12:59:29 HEAD /wp-load.php - 47.92.232.76 HTTP/1.1 - - 404 179 101
2018-10-25 13:01:20 HEAD /wp-load.php - 47.92.232.76 HTTP/1.1 - - 404 179 101
2018-10-25 13:01:50 GET /robots.txt - 178.255.215.91 HTTP/1.1 Mozilla/5.0+(compatible;+Exabot/3.0;++http://www.exabot.com/go/robot) - 404 1424 277
2018-10-25 13:01:50 GET / - 178.255.215.91 HTTP/1.1 Mozilla/5.0+(compatible;+Exabot/3.0;++http://www.exabot.com/go/robot) - 304 229 352
2018-10-25 13:03:00 HEAD /wp-load.php - 47.92.232.76 HTTP/1.1 - - 404 179 101
2018-10-25 13:04:46 HEAD /wp-load.php - 47.92.243.71 HTTP/1.1 - - 404 179 101
2018-10-25 13:07:19 HEAD /wp-load.php - 47.92.232.76 HTTP/1.1 - - 404 179 101
2018-10-25 13:08:35 HEAD /wp-load.php - 47.92.232.76 HTTP/1.1 - - 404 179 101
2018-10-25 13:09:51 HEAD /wp-load.php - 39.104.155.201 HTTP/1.1 - - 404 179 101
2018-10-25 13:10:05 HEAD /wp-load.php - 47.92.232.76 HTTP/1.1 - - 404 179 101
2018-10-25 13:10:18 HEAD /wp-load.php - 120.35.38.207 HTTP/1.1 - - 404 179 101
2018-10-25 13:17:28 HEAD /wp-load.php - 39.104.138.55 HTTP/1.1 - - 404 179 101
2018-10-25 13:18:12 HEAD /wp-load.php - 47.92.243.84 HTTP/1.1 - - 404 179 101
2018-10-25 13:24:05 GET /wp-content/themes/default/404.php - 193.106.30.98 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+rv:34.0)+Gecko/20100101+Firefox/34.0 - 404 1405 224
2018-10-25 13:24:21 HEAD /wp-load.php - 39.104.155.201 HTTP/1.1 - - 404 179 101
2018-10-25 13:26:32 HEAD /wp-load.php - 39.104.148.111 HTTP/1.1 - - 404 179 101
2018-10-25 13:27:55 GET /js/jquery-2.1.1.js - 180.76.15.163 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 97222 241
2018-10-25 13:29:36 HEAD /wp-load.php - 47.92.235.155 HTTP/1.1 - - 404 179 101
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-25 13:48:34
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-25 13:48:34 HEAD /wp-load.php - 120.35.38.207 HTTP/1.1 - - 404 179 101
2018-10-25 13:49:25 HEAD / - 142.93.6.226 HTTP/1.1 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-US)+AppleWebKit/528.8+(KHTML,+like+Gecko)+Chrome/2.0.156.0+Version/3.2.1+Safari/528.8 - 200 294 236
2018-10-25 13:49:26 HEAD / - 142.93.6.226 HTTP/1.1 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-US)+AppleWebKit/530.5+(KHTML,+like+Gecko)+Chrome/2.0.172.43+Safari/530.5 - 200 293 219
2018-10-25 13:53:24 HEAD /wp-load.php - 120.35.38.207 HTTP/1.1 - - 404 179 101
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-25 15:08:40
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-25 15:08:40 GET /img/img3.jpg - 66.249.79.110 HTTP/1.1 Googlebot-Image/1.0 - 304 211 247
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-25 15:28:49
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-25 15:28:49 GET /img/img7.jpg - 66.249.79.110 HTTP/1.1 Googlebot-Image/1.0 - 304 210 247
2018-10-25 15:31:33 GET /wp-login.php - 203.189.234.88 HTTP/1.1 Apache-HttpClient/4.5.2+(Java/1.8.0_151) - 404 1405 168
2018-10-25 15:31:33 GET / - 203.189.234.88 HTTP/1.1 Apache-HttpClient/4.5.2+(Java/1.8.0_151) - 200 3376 165
2018-10-25 15:31:33 GET / - 203.189.234.88 HTTP/1.1 Apache-HttpClient/4.5.2+(Java/1.8.0_151) - 200 2707 165
2018-10-25 15:31:33 GET / - 203.189.234.88 HTTP/1.1 Apache-HttpClient/4.5.2+(Java/1.8.0_151) - 200 2707 165
2018-10-25 15:31:33 GET / - 203.189.234.88 HTTP/1.1 Apache-HttpClient/4.5.2+(Java/1.8.0_151) - 200 2707 165
2018-10-25 15:31:33 GET / - 203.189.234.88 HTTP/1.1 Apache-HttpClient/4.5.2+(Java/1.8.0_151) - 200 2707 165
2018-10-25 15:31:33 GET / - 203.189.234.88 HTTP/1.1 Apache-HttpClient/4.5.2+(Java/1.8.0_151) - 200 2707 165
2018-10-25 15:31:33 GET / - 203.189.234.88 HTTP/1.1 Apache-HttpClient/4.5.2+(Java/1.8.0_151) - 200 2707 165
2018-10-25 15:31:33 GET / - 203.189.234.88 HTTP/1.1 Apache-HttpClient/4.5.2+(Java/1.8.0_151) - 200 2707 165
2018-10-25 15:31:33 GET / - 203.189.234.88 HTTP/1.1 Apache-HttpClient/4.5.2+(Java/1.8.0_151) - 200 2707 165
2018-10-25 15:31:33 GET / - 203.189.234.88 HTTP/1.1 Apache-HttpClient/4.5.2+(Java/1.8.0_151) - 200 2707 166
2018-10-25 15:31:34 GET / - 203.189.234.88 HTTP/1.1 Apache-HttpClient/4.5.2+(Java/1.8.0_151) - 200 2707 166
2018-10-25 15:31:34 GET / - 203.189.234.88 HTTP/1.1 Apache-HttpClient/4.5.2+(Java/1.8.0_151) - 200 2707 166
2018-10-25 15:31:34 GET / - 203.189.234.88 HTTP/1.1 Apache-HttpClient/4.5.2+(Java/1.8.0_151) - 200 2707 166
2018-10-25 15:31:34 GET / - 203.189.234.88 HTTP/1.1 Apache-HttpClient/4.5.2+(Java/1.8.0_151) - 200 2707 166
2018-10-25 15:31:34 GET / - 203.189.234.88 HTTP/1.1 Apache-HttpClient/4.5.2+(Java/1.8.0_151) - 200 2707 166
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-10-25 15:59:49
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-10-25 15:59:49 GET /portfolio.html - 66.249.79.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 2704 462
2018-10-25 15:59:50 GET /css/style.css - 66.249.79.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://www.palacehotel.co.nz/portfolio.html 200 5918 470
2018-10-25 15:59:52 GET /js/isotope.pkgd.min.js - 66.249.79.114 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://www.palacehotel.co.nz/portfolio.html 200 13789 464
2018-10-25 15:59:53 GET /js/custom.js - 66.249.79.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://www.palacehotel.co.nz/portfolio.html 200 1191 454
2018-10-25 15:59:54 GET /css/bootstrap.min.css - 66.249.79.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://www.palacehotel.co.nz/portfolio.html 200 27806 478
2018-10-25 15:59:57 GET /img/img2.jpg - 66.249.79.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://www.palacehotel.co.nz/portfolio.html 200 1266298 471
2018-10-25 15:59:59 GET /img/img6.jpg - 66.249.79.112 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://www.palacehotel.co.nz/portfolio.html 200 1235277 471
2018-10-25 15:59:59 GET /img/logo.png - 66.249.79.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://www.palacehotel.co.nz/portfolio.html 200 22564 471
2018-10-25 16:00:03 GET /css/lightbox.min.css - 66.249.79.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://www.palacehotel.co.nz/portfolio.html 200 1416 477
2018-10-25 16:00:04 GET /ionicons/css/ionicons.min.css - 66.249.79.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://www.palacehotel.co.nz/portfolio.html 200 10932 486
