#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-08-09 07:20:06
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-08-09 07:20:05 GET / - 45.82.49.158 HTTP/1.1 Go-http-client/1.1 - 200 3376 122
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-08-09 10:09:05
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-08-09 10:09:04 GET /robots.txt - 46.229.168.136 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/3~bl;++http://www.semrush.com/bot.html) - 404 1424 205
2019-08-09 10:09:05 GET / - 46.229.168.144 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/3~bl;++http://www.semrush.com/bot.html) - 200 13757 268
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-08-09 10:31:45
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-08-09 10:31:45 GET /about.html - 180.76.15.21 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 2730 233
2019-08-09 10:46:44 GET /robots.txt - 46.229.168.132 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/3~bl;++http://www.semrush.com/bot.html) - 404 1424 205
2019-08-09 10:46:45 GET /contact.html - 46.229.168.134 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/3~bl;++http://www.semrush.com/bot.html) - 200 2584 280
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-08-09 13:17:55
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-08-09 13:17:54 GET / - 34.212.124.188 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 - 200 3376 240
