#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-07-28 08:02:00
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-07-28 08:02:00 GET / - 54.190.126.115 HTTP/1.1 Go-http-client/1.1 - 200 0 98
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-07-28 08:47:27
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-07-28 08:47:26 GET /robots.txt - 46.229.168.153 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/3~bl;++http://www.semrush.com/bot.html) - 404 1424 205
2019-07-28 08:47:27 GET /portfolio.html - 46.229.168.161 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/3~bl;++http://www.semrush.com/bot.html) - 200 2723 282
2019-07-28 08:51:02 GET /contact.html - 84.39.112.90 HTTP/1.0 Mozilla/5.0+(Windows+NT+6.3;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Safari/537.36 http://palacehotel.co.nz/contact.html 200 6410 333
2019-07-28 08:51:03 POST / - 84.39.112.90 HTTP/1.0 Mozilla/5.0+(Windows+NT+6.3;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.87+Safari/537.36 http://palacehotel.co.nz/contact.html 405 1515 629
2019-07-28 08:55:43 GET /contact.html - 46.229.168.146 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/3~bl;++http://www.semrush.com/bot.html) - 200 2584 280
2019-07-28 09:06:13 GET /robots.txt - 66.249.79.42 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 235
2019-07-28 09:06:13 GET / - 66.249.79.42 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 3376 298
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-07-28 10:20:14
