#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-11-17 12:44:40
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-11-17 12:44:39 GET / - 51.15.212.3 HTTP/1.1 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 - 200 65536 291
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-11-17 14:10:24
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-11-17 14:10:24 GET /robots.txt - 66.249.79.21 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 235
2017-11-17 14:10:25 GET / - 66.249.79.25 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 103142 298
2017-11-17 14:10:29 GET /style.css - 66.249.79.21 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://www.ngateahotel.co.nz/ 200 17822 330
2017-11-17 14:10:29 GET /js/prettyphoto/css/prettyPhoto.css - 66.249.79.21 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://www.ngateahotel.co.nz/ 200 20163 355
2017-11-17 14:10:30 GET /css/colors.css - 66.249.79.23 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://www.ngateahotel.co.nz/ 200 10501 335
2017-11-17 14:10:31 GET /css/bootstrap/css/bootstrap.min.css - 66.249.79.23 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://www.ngateahotel.co.nz/ 200 97587 356
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-11-17 15:33:11
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
