#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-04-28 13:51:17
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-04-28 13:51:17 GET /robots.txt - 180.76.15.32 HTTP/1.1 Mozilla/5.0+(Windows+NT+5.1;+rv:6.0.2)+Gecko/20100101+Firefox/6.0.2 - 404 1424 223
2018-04-28 13:51:17 GET /robots.txt - 180.76.15.28 HTTP/1.1 Mozilla/5.0+(Windows+NT+5.1;+rv:6.0.2)+Gecko/20100101+Firefox/6.0.2 - 404 1424 223
2018-04-28 13:53:11 GET /js/jquery.form.min.js - 180.76.15.8 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 5529 244
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-04-29 02:54:44
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-04-29 02:54:44 GET / - 54.67.59.131 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_6)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.100+Safari/537.36 - 200 13729 205
2018-04-29 02:56:04 GET /robots.txt - 198.204.244.90 HTTP/1.1 Mozilla/5.0+(compatible;+MJ12bot/v1.4.8;+http://mj12bot.com/) - 404 1405 169
2018-04-29 02:56:09 GET / - 198.204.244.90 HTTP/1.1 Mozilla/5.0+(compatible;+MJ12bot/v1.4.8;+http://mj12bot.com/) - 200 103142 346
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-04-29 03:39:48
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-04-29 03:39:47 GET / - 115.189.83.111 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SAMSUNG+SM-J200Y+Build/LMY47X)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/3.5+Chrome/38.0.2125.102+Mobile+Safari/537.36 https://www.google.com/ 200 13729 529
2018-04-29 03:39:49 GET /images/blog/blog-1.jpg - 115.189.83.111 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SAMSUNG+SM-J200Y+Build/LMY47X)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/3.5+Chrome/38.0.2125.102+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 14403 503
2018-04-29 03:39:49 GET /style.css - 115.189.83.111 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SAMSUNG+SM-J200Y+Build/LMY47X)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/3.5+Chrome/38.0.2125.102+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 5866 488
2018-04-29 03:39:49 GET /css/colors.css - 115.189.83.111 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SAMSUNG+SM-J200Y+Build/LMY47X)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/3.5+Chrome/38.0.2125.102+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 3308 493
2018-04-29 03:39:49 GET /js/jquery.easing.min.js - 115.189.83.111 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SAMSUNG+SM-J200Y+Build/LMY47X)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/3.5+Chrome/38.0.2125.102+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 2644 487
2018-04-29 03:39:49 GET /js/contactform.js - 115.189.83.111 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SAMSUNG+SM-J200Y+Build/LMY47X)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/3.5+Chrome/38.0.2125.102+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 1385 481
2018-04-29 03:39:49 GET /js/prettyphoto/css/prettyPhoto.css - 115.189.83.111 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SAMSUNG+SM-J200Y+Build/LMY47X)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/3.5+Chrome/38.0.2125.102+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 4101 513
